play_id,game_id,season,week,home_team,away_team,posteam,defteam,play_type,pass,rush,yards_gained,epa,success,air_yards,complete_pass,interception,sack,penalty,down,ydstogo,yardline_100,qtr,half_seconds_remaining,score_differential,wp,wpa,passer_id,rusher_id,receiver_id
1,2025_01_ARI_NO,2025,1,NO,ARI,NA,NA,NA,0,0,NA,-0,0,NA,NA,NA,NA,NA,NA,0,NA,1,1800,NA,0.4332079589366913,-0,NA,NA,NA
40,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,kickoff,0,0,0,-0.35269966581836343,0,NA,0,0,0,0,NA,0,35,1,1800,0,0.4332079589366913,7.008612155914307e-4,NA,NA,NA
63,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,3,-0.19005232071503997,0,NA,0,0,0,0,1,10,78,1,1796,0,0.4339088201522827,-0.014004766941070557,NA,00-0033553,NA
85,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,11,1.3173398058861494,1,3,1,0,0,0,2,7,75,1,1758,0,0.41990405321121216,0.03499534726142883,00-0035228,NA,00-0037744
115,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,-11,-1.6943599595688283,0,NA,0,0,1,0,1,10,64,1,1720,0,0.454899400472641,-0.050684213638305664,00-0035228,NA,NA
135,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,-2,-1.2841495387256145,0,NA,0,0,0,0,2,21,75,1,1677,0,0.4042151868343353,-0.024458080530166626,NA,00-0033553,NA
166,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,1,-0.8405737169086933,0,NA,0,0,0,0,3,23,77,1,1634,0,0.3797571063041687,-0.03671497106552124,NA,00-0039921,NA
188,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,punt,0,0,0,0.6505886446684599,1,NA,0,0,0,0,4,22,76,1,1599,0,0.34304213523864746,0.043583810329437256,NA,NA,NA
214,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,3,-0.19472784269601107,0,NA,0,0,0,0,1,10,77,1,1587,0,0.6133740544319153,-0.011112213134765625,NA,00-0033906,NA
243,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,0,-0.7885269890539348,0,2,0,0,0,0,2,7,74,1,1555,0,0.6022618412971497,-0.025219261646270752,00-0039376,NA,00-0037545
266,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,0,-1.545795965474099,0,14,0,0,0,0,3,7,74,1,1551,0,0.5770425796508789,-0.028037667274475098,00-0039376,NA,NA
289,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,punt,0,0,0,-0.43632369535043836,0,NA,0,0,0,0,4,7,74,1,1546,0,0.5490049123764038,0.002341926097869873,NA,NA,NA
327,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,5,0.04106551385484636,1,-3,1,0,0,0,1,10,66,1,1534,0,0.4486531615257263,-0.006682336330413818,00-0035228,NA,00-0037744
359,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,1,0,13,1.1335498166736215,1,NA,0,0,0,0,2,5,61,1,1506,0,0.4419708251953125,0.03814706206321716,00-0035228,NA,NA
386,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,1,-0.4457430567126721,0,NA,0,0,0,0,1,10,48,1,1468,0,0.48011788725852966,-0.018271327018737793,NA,00-0033553,NA
408,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,0,-0.8830860867165029,0,NA,0,0,1,0,2,9,47,1,1435,0,0.46184656023979187,-0.03228291869163513,00-0035228,NA,NA
428,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,no_play,1,0,0,2.247559305280447,1,NA,0,0,0,1,3,9,47,1,1391,0,0.42956364154815674,0.10084813833236694,00-0035228,NA,00-0039849
462,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,no_play,0,0,0,-0.6315469581168145,0,NA,0,0,0,1,1,10,34,1,1385,0,0.5304117798805237,-0.02966970205307007,NA,NA,NA
486,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,0,-0.6539916452020407,0,NA,0,0,1,0,1,15,39,1,1385,0,0.5007420778274536,-0.013589859008789063,00-0035228,NA,NA
506,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,12,1.1524833565345034,1,NA,0,0,0,0,2,15,39,1,1342,0,0.48715221881866455,0.029680371284484863,NA,00-0033553,NA
528,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,5,1.1131692650960758,1,3,1,0,0,0,3,3,27,1,1298,0,0.5168325901031494,0.052353084087371826,00-0035228,NA,00-0038559
553,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,3,-0.34259057499002665,0,NA,0,0,0,0,1,10,22,1,1258,0,0.5691856741905212,-0.013595879077911377,NA,00-0033553,NA
575,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,0,-0.6507592702982947,0,4,0,0,0,0,2,7,19,1,1217,0,0.5555897951126099,-0.023719310760498047,00-0035228,NA,00-0039041
598,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,no_play,0,0,0,-0.4590134553145617,0,NA,0,0,0,1,3,7,19,1,1214,0,0.5318704843521118,-0.01959151029586792,NA,NA,NA
622,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,0,-1.06060263332055,0,22,0,0,0,0,3,12,24,1,1214,0,0.5122789740562439,-0.04353770613670349,00-0035228,NA,00-0038559
645,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,field_goal,0,0,0,0.8597873235501448,1,NA,0,0,0,0,4,12,24,1,1207,0,0.4687412679195404,0.02017119526863098,NA,NA,NA
665,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,kickoff,0,0,0,0,0,NA,0,0,0,0,NA,0,35,1,1203,-3,0.5110875368118286,0,NA,NA,NA
695,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,11,0.676772792590782,1,5,1,0,0,0,1,10,75,1,1196,-3,0.5110875368118286,0.029570162296295166,00-0039376,NA,00-0036040
720,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,2,-0.5572675869334489,0,NA,0,0,0,0,1,10,64,1,1173,-3,0.5406576991081238,-0.016799509525299072,NA,00-0039376,NA
742,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,13,1.357633666601032,1,13,1,0,0,0,2,8,62,1,1154,-3,0.5238581895828247,0.028866887092590332,00-0039376,NA,00-0037239
773,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,1,0,0,-0.5116124413907528,0,NA,0,0,0,1,1,10,49,1,1119,-3,0.552725076675415,-0.01270359754562378,00-0039376,NA,00-0033906
815,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,10,0.44946240657009184,1,NA,0,0,0,0,1,15,54,1,1093,-3,0.5400214791297913,0.04453766345977783,NA,00-0038551,NA
837,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,0,1,0,-1.0774522610008717,0,NA,0,0,0,1,2,5,44,1,1053,-3,0.5845591425895691,-0.06264454126358032,NA,00-0033906,NA
870,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,1,0,0,1.1334008113481104,1,NA,0,0,0,1,2,15,54,1,1031,-3,0.5219146013259888,0.029517412185668945,00-0039376,NA,00-0037545
910,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,9,0.6286707068793476,1,NA,0,0,0,0,1,10,49,1,1021,-3,0.5514320135116577,0.051460862159729004,NA,00-0033906,NA
934,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,2,-0.03609549533575773,0,NA,0,0,0,0,2,1,40,1,981,-3,0.6028928756713867,0.005261421203613281,NA,00-0033906,NA
960,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,1,0,0,-0.8045906238257885,0,NA,0,0,0,1,1,10,38,1,944,-3,0.608154296875,-0.025502562522888184,00-0039376,NA,NA
995,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,6,0.2326786571647972,1,NA,0,0,0,0,1,15,43,1,940,-3,0.5826517343521118,0.011988639831542969,NA,00-0039376,NA
1017,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,12,1.3710729678859934,1,3,1,0,0,0,2,9,37,1,911,-3,0.5946403741836548,0.03188294172286987,00-0039376,NA,00-0031236
1042,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,1,900,-3,0.6265233159065247,0,NA,NA,NA
1062,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,7,0.4137508118292317,1,-5,1,0,0,0,1,10,25,2,900,-3,0.6265233159065247,0.0027336478233337402,00-0039376,NA,00-0033906
1101,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,18,2.035720159066841,1,NA,0,0,0,0,2,3,18,2,866,-3,0.6292569637298584,0.0564432521756808,NA,00-0033906,NA
1124,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,extra_point,0,0,0,0.05117156607063911,1,NA,0,0,0,0,NA,0,15,2,860,3,0.6857002159055392,0.0013931910101254719,NA,NA,NA
1139,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,kickoff,0,0,0,0.4644737015478313,1,NA,0,0,0,0,NA,0,35,2,860,-4,0.3129065930843353,0.013627052307128906,NA,NA,NA
1163,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,6,0.2773910667747259,1,-2,1,0,0,0,1,10,65,2,860,-4,0.32653364539146423,-0.0052709877490997314,00-0035228,NA,00-0039921
1188,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,45,3.19205127726309,1,39,1,0,0,0,2,4,59,2,821,-4,0.3212626576423645,0.12487930059432983,00-0035228,NA,00-0039849
1218,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,4,-0.28793810470961034,0,NA,0,0,0,0,1,10,14,2,785,-4,0.44614195823669434,0.004470854997634888,NA,00-0039921,NA
1240,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,4,0.05360688117798418,1,NA,0,0,0,0,2,6,10,2,743,-4,0.4506128132343292,0.006565362215042114,NA,00-0039921,NA
1262,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,3,1.2559463963843882,1,NA,0,0,0,0,3,2,6,2,699,-4,0.45717817544937134,0.021059483289718628,NA,00-0035228,NA
1284,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,no_play,1,0,0,0.30406186141772196,1,NA,0,0,0,1,1,3,3,2,656,-4,0.47823765873908997,0.01634088158607483,00-0035228,NA,NA
1318,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,0,-0.24502955074422061,0,NA,0,0,0,0,1,1,1,2,649,-4,0.4945785403251648,-0.008306443691253662,NA,00-0033553,NA
1340,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,1,0.8115901529672556,1,1,1,0,0,0,2,1,1,2,610,-4,0.48627209663391113,0.013132358425144375,00-0035228,NA,00-0039849
1366,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,extra_point,0,0,0,0.05117156607063911,1,NA,0,0,0,0,NA,0,15,2,605,2,0.4994044550590555,0.0021792105503042336,NA,NA,NA
1381,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,kickoff,0,0,0,1.0569252371788025,1,NA,0,0,0,0,NA,0,35,2,605,-3,0.49841633439064026,0.03717765212059021,NA,NA,NA
1416,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,4,-0.23551023961044848,0,NA,0,0,0,0,1,10,55,2,598,-3,0.5355939865112305,-0.005776524543762207,NA,00-0040202,NA
1439,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,5,0.42817174759693444,1,5,1,0,0,0,2,6,51,2,578,-3,0.5298174619674683,0.011844813823699951,00-0039376,NA,00-0037239
1469,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,0,1,0,-1.0331991447601467,0,NA,0,0,0,1,3,1,46,2,547,-3,0.5416622757911682,-0.0383341908454895,NA,00-0039376,NA
1503,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,10,1.6671323948539793,1,6,1,0,0,0,3,5,50,2,526,-3,0.5033280849456787,0.08028852939605713,00-0039376,NA,00-0037239
1528,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,5,0.07699990761466324,1,NA,0,0,0,0,1,10,40,2,495,-3,0.5836166143417358,0.008048295974731445,NA,00-0040202,NA
1550,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,4,0.07051736500579864,1,1,1,0,0,0,2,5,35,2,470,-3,0.5916649103164673,-0.004816830158233643,00-0039376,NA,00-0036040
1575,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,8,0.9418589170090854,1,NA,0,0,0,0,3,1,31,2,431,-3,0.5868480801582336,0.028816640377044678,NA,00-0038551,NA
1599,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,2,-0.41114226961508393,0,NA,0,0,0,0,1,10,23,2,388,-3,0.6156647205352783,-0.013424396514892578,NA,00-0038551,NA
1621,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,0,-0.6348088380182162,0,21,0,0,0,0,2,8,21,2,350,-3,0.6022403240203857,-0.0228116512298584,00-0039376,NA,NA
1655,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,3,-0.7842218213585448,0,3,1,0,0,0,3,8,21,2,342,-3,0.5794286727905273,-0.03633695840835571,00-0039376,NA,00-0037239
1680,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,field_goal,0,0,0,0.3459129667711687,1,NA,0,0,0,0,4,5,18,2,302,-3,0.5430917143821716,0.013372272253036499,NA,NA,NA
1700,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,kickoff,0,0,0,0.3294616478960961,1,NA,0,0,0,0,NA,0,35,2,298,0,0.44353601336479187,0.002087414264678955,NA,NA,NA
1731,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,0,-0.5453785345889628,0,4,0,0,0,0,1,10,71,2,293,0,0.4456234276294708,-0.018038302659988403,00-0035228,NA,00-0037744
1754,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,0,-0.6414293551351875,0,5,0,0,0,0,2,10,71,2,289,0,0.4275851249694824,-0.022865325212478638,00-0035228,NA,00-0037744
1777,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,11,1.7115939502837136,1,5,1,0,0,0,3,10,71,2,286,0,0.4047197997570038,0.06060019135475159,00-0035228,NA,00-0037744
1802,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,2,1.1476235429872759,1,NA,0,0,0,1,1,10,60,2,250,0,0.46531999111175537,0.030554860830307007,NA,00-0035228,NA
1835,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,no_play,0,1,0,-0.8977346348692663,0,NA,0,0,0,1,1,10,43,2,229,0,0.4958748519420624,-0.03734847903251648,NA,00-0033553,NA
1878,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,-3,-0.7262678436236456,0,-5,1,0,0,0,1,20,53,2,208,0,0.4585263729095459,-0.01629546284675598,00-0035228,NA,00-0033553
1903,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,11,0.20419851515907794,1,11,1,0,0,0,2,23,56,2,169,0,0.4422309100627899,-0.003998398780822754,00-0035228,NA,00-0039849
1928,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,25,2.787676735490095,1,13,1,0,0,0,3,12,45,2,127,0,0.43823251128196716,0.13979783654212952,00-0035228,NA,00-0037744
1953,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,no_play,1,0,0,0.6463670861558057,1,NA,0,0,0,1,1,10,20,2,120,0,0.5780303478240967,4.0274858474731445e-4,00-0035228,NA,00-0039849
1994,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,7,0.11080166028114036,1,NA,0,0,0,0,1,5,15,2,117,0,0.578433096408844,0.02580946683883667,NA,00-0033553,NA
2016,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,4,0.11331955791683868,1,-5,1,0,0,0,1,8,8,2,76,0,0.6042425632476807,-0.00202178955078125,00-0035228,NA,00-0037744
2041,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,4,1.7368997829034925,1,-2,1,0,0,0,2,4,4,2,32,0,0.6022207736968994,0.0688555513171405,00-0035228,NA,00-0033553
2067,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,extra_point,0,0,0,0.05117156607063911,1,NA,0,0,0,0,NA,0,15,2,28,6,0.6710763250140399,0.0019960130902081374,NA,NA,NA
2082,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,kickoff,0,0,0,-0.0129606673726812,0,NA,0,0,0,0,NA,0,35,2,28,-7,0.32692766189575195,0.006109058856964111,NA,NA,NA
2123,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,6,-0.5865553013281897,0,NA,0,0,0,0,1,10,71,2,23,-7,0.33303672075271606,-0.04001009464263916,NA,00-0033906,NA
2152,2025_01_ARI_NO,2025,1,NO,ARI,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,NA,0.2930266261100769,0,NA,NA,NA
2172,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,kickoff,0,0,0,-0.7344436342827976,0,NA,0,0,0,1,NA,0,35,3,1800,-7,0.2930266261100769,-0.008178532123565674,NA,NA,NA
2206,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,2,-0.4674985324963927,0,-3,1,0,0,0,1,10,85,3,1796,-7,0.28484809398651123,-0.007166087627410889,00-0039376,NA,00-0037545
2231,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,17,1.7285170201212168,1,17,1,0,0,0,2,8,83,3,1759,-7,0.27768200635910034,0.03252130746841431,00-0039376,NA,00-0037545
2256,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,1,-0.573094779625535,0,NA,0,0,0,0,1,10,66,3,1735,-7,0.31020331382751465,-0.014933884143829346,NA,00-0033906,NA
2278,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,2,-0.5526588098146021,0,2,1,0,0,0,2,9,65,3,1700,-7,0.2952694296836853,-0.0125352144241333,00-0039376,NA,00-0037545
2303,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,-6,-2.2271140972152352,0,NA,0,0,1,0,3,7,63,3,1675,-7,0.282734215259552,-0.05299821496009827,00-0039376,NA,NA
2338,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,punt,0,0,0,0.3497101180255413,1,NA,0,0,0,0,4,13,69,3,1654,-7,0.22973600029945374,0.05417338013648987,NA,NA,NA
2364,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,-1,-0.9764494327828288,0,-6,1,0,0,0,1,10,81,3,1647,7,0.7160906195640564,-0.011680424213409424,00-0035228,NA,00-0033553
2396,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,52,4.398174302536063,1,NA,0,0,0,0,2,11,82,3,1605,7,0.704410195350647,0.0961446762084961,NA,00-0039921,NA
2418,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,0,-0.4812210095115006,0,22,0,0,0,0,1,10,30,3,1553,7,0.8005548715591431,-0.011912286281585693,00-0035228,NA,00-0038559
2441,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,0,-0.7253247293410823,0,NA,0,0,0,0,2,10,30,3,1549,7,0.7886425852775574,-0.023169755935668945,NA,00-0039921,NA
2463,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,-2,-1.191799800855717,0,-2,1,0,0,0,3,10,30,3,1502,7,0.7654728293418884,-0.027260899543762207,00-0035228,NA,00-0035500
2488,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,field_goal,0,0,0,1.3413219386838882,1,NA,0,0,0,0,4,12,32,3,1461,7,0.7382119297981262,0.050965458154678345,NA,NA,NA
2508,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,kickoff,0,0,0,0.10786566697061062,1,NA,0,0,0,0,NA,0,35,3,1456,-10,0.21082261204719543,0,NA,NA,NA
2538,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,0,-0.6116714496165514,0,8,0,0,0,0,1,10,73,3,1449,-10,0.21082261204719543,-0.017734244465827942,00-0039376,NA,00-0036040
2561,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,12,1.3023318767081946,1,9,1,0,0,0,2,10,73,3,1445,-10,0.1930883675813675,0.03299388289451599,00-0039376,NA,00-0036040
2586,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,3,-0.29173455433920026,0,NA,0,0,0,0,1,10,61,3,1418,-10,0.22608225047588348,-0.007663846015930176,NA,00-0033906,NA
2608,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,0,-0.8640516663435847,0,5,0,0,0,0,2,7,58,3,1383,-10,0.2184184044599533,-0.02383100986480713,00-0039376,NA,00-0037239
2631,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,11,2.0005824929103255,1,11,1,0,0,0,3,7,58,3,1378,-10,0.19458739459514618,0.05287998914718628,00-0039376,NA,00-0036040
2656,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,0,0,0,-0.5477845252025872,0,NA,0,0,0,1,1,10,47,3,1355,-10,0.24746738374233246,-0.008348941802978516,NA,NA,NA
2680,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,8,0.1961903963238001,1,-2,1,0,0,0,1,15,52,3,1345,-10,0.23911844193935394,-0.004008397459983826,00-0039376,NA,00-0037239
2705,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,6,0.31604475202038884,1,0,1,0,0,0,2,7,44,3,1323,-10,0.23511004447937012,0.029162585735321045,00-0039376,NA,00-0036040
2735,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,2,0.6727808467112482,1,NA,0,0,0,0,3,1,38,3,1295,-10,0.26427263021469116,0.002135723829269409,NA,00-0033906,NA
2757,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,8,0.5291985752992332,1,-2,1,0,0,0,1,10,36,3,1270,-10,0.26640835404396057,0.04043126106262207,00-0039376,NA,00-0031236
2782,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,-2,-1.0711324495496228,0,NA,0,0,0,0,2,2,28,3,1245,-10,0.30683961510658264,-0.0408456027507782,NA,00-0033906,NA
2804,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,0,0,0,1.2536971367662773,1,NA,0,0,0,1,3,4,30,3,1210,-10,0.26599401235580444,0.031238526105880737,NA,NA,NA
2828,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,0,-0.4769427616847679,0,20,0,0,0,0,1,10,25,3,1192,-10,0.2972325384616852,-0.00541377067565918,00-0039376,NA,00-0037239
2851,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,5,-0.12729952996596694,0,NA,0,0,0,0,2,10,25,3,1185,-10,0.291818767786026,-0.012487739324569702,NA,00-0033906,NA
2873,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,0,-1.6301855649921309,0,20,0,0,0,0,3,5,20,3,1143,-10,0.2793310284614563,-0.06793548166751862,00-0039376,NA,00-0037545
2896,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,field_goal,0,0,0,-3.6225573188735907,0,NA,0,0,0,0,4,5,20,3,1139,-10,0.21139554679393768,-0.055443450808525085,NA,NA,NA
2918,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,0,1,7,0.3016947144642472,1,NA,0,0,0,0,1,10,72,3,1135,10,0.8440479040145874,0.006020009517669678,NA,00-0033553,NA
2947,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,5,0.4360715295188129,1,-2,1,0,0,0,2,3,65,3,1097,10,0.8500679135322571,0.02466040849685669,00-0035228,NA,00-0033553
2972,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,2,-0.39943757094442844,0,-3,1,0,0,0,1,10,60,3,1071,10,0.8747283220291138,-0.0075688958168029785,00-0035228,NA,00-0039849
2997,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,run,1,0,4,-0.13792460947297513,0,NA,0,0,0,0,2,8,58,3,1041,10,0.8671594262123108,0.013729751110076904,00-0035228,NA,NA
3024,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,pass,1,0,-7,-2.309622149216011,0,NA,0,0,1,0,3,4,54,3,1000,10,0.8808891773223877,-0.050656795501708984,00-0035228,NA,NA
3044,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,punt,0,0,0,-0.7671152562834322,0,NA,0,0,0,0,4,11,61,3,961,10,0.8302323818206787,-4.923790693283081e-4,NA,NA,NA
3063,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,3,-0.3662309139035642,0,NA,0,0,0,0,1,10,73,3,953,-10,0.1702599972486496,0.003345862030982971,NA,00-0038551,NA
3092,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,1,0,0,0.9130701133981347,1,NA,0,0,0,1,2,7,70,3,923,-10,0.17360585927963257,0.022826015949249268,00-0039376,NA,00-0039424
3126,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,run,0,1,1,-0.5537550179287791,0,NA,0,0,0,0,1,10,63,3,920,-10,0.19643187522888184,-0.020761638879776,NA,00-0038551,NA
3148,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,3,900,-10,0.17567023634910583,0,NA,NA,NA
3168,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,1,-0.8626667549833655,0,1,1,0,0,0,2,9,62,4,900,-10,0.17567023634910583,-0.020132750272750854,00-0039376,NA,00-0037545
3202,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,no_play,0,0,0,-0.6384786320850253,0,NA,0,0,0,1,3,8,61,4,878,-10,0.15553748607635498,-0.005776405334472656,NA,NA,NA
3226,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,pass,1,0,6,-0.7735809087753296,0,-3,1,0,0,0,3,13,66,4,878,-10,0.14976108074188232,-0.032160915434360504,00-0039376,NA,00-0036040
3251,2025_01_ARI_NO,2025,1,NO,ARI,NO,ARI,punt,0,0,0,0.6052274093963206,1,NA,0,0,0,0,4,7,60,4,839,-10,0.11760016530752182,0.010987617075443268,NA,NA,NA
3282,2025_01_ARI_NO,2025,1,NO,ARI,ARI,NO,no_play,1,0,0,-0.9065909774508327,0,NA,0,0,0,1,1,10,94,4,831,10,0.8714122176170349,3.930330276489258e-4,00-0035228,NA,NA
