play_id,game_id,season,week,home_team,away_team,posteam,defteam,play_type,pass,rush,yards_gained,epa,success,air_yards,complete_pass,interception,sack,penalty,down,ydstogo,yardline_100,qtr,half_seconds_remaining,score_differential,wp,wpa,passer_id,rusher_id,receiver_id
1075,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,-1,-0.7824474417138845,0,NA,0,0,0,0,1,10,48,2,864,-10,0.25445446372032166,-0.023306429386138916,NA,00-0035685,NA
1097,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,4,1.9073336090659723,1,-2,1,0,0,1,2,11,49,2,821,-10,0.23114803433418274,0.05524653196334839,00-0033106,NA,00-0039139
1143,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,3,-0.1609854658599943,0,NA,0,0,0,0,1,10,30,2,796,-10,0.28639456629753113,0.001278311014175415,NA,00-0037240,NA
1175,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,2,-0.3653613788774237,0,NA,0,0,0,0,2,7,27,2,750,-10,0.28767287731170654,-0.01762905716896057,NA,00-0039139,NA
1197,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,8,1.386975553468801,1,5,1,0,0,0,3,5,25,2,707,-10,0.27004382014274597,0.0316959023475647,00-0033106,NA,00-0036963
1222,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,5,0.07790832431055605,1,-3,1,0,0,0,1,10,17,2,667,-10,0.30173972249031067,-0.005910992622375488,00-0033106,NA,00-0039139
1247,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,0,-0.7604165636585094,0,NA,0,0,0,0,2,5,12,2,620,-10,0.2958287298679352,-0.020675212144851685,NA,00-0039139,NA
1269,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-1.2836366542052708,0,3,0,0,0,0,3,5,12,2,576,-10,0.2751535177230835,-0.037401020526885986,00-0033106,NA,00-0039065
1292,2025_01_DET_GB,2025,1,GB,DET,DET,GB,field_goal,0,0,0,0.17574135109514444,1,NA,0,0,0,0,4,5,12,2,570,-10,0.2377524971961975,0.034627437591552734,NA,NA,NA
1312,2025_01_DET_GB,2025,1,GB,DET,GB,DET,kickoff,0,0,0,0.44890092592686415,1,NA,0,0,0,0,NA,0,35,2,567,7,0.7276200652122498,0.025280535221099854,NA,NA,NA
1336,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,48,3.302245265454985,1,45,1,0,0,0,1,10,65,2,567,7,0.7529006004333496,0.071391761302948,00-0036264,NA,00-0037816
1361,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,17,2.308868510532193,1,17,1,0,0,0,1,10,17,2,519,7,0.8242923617362976,0.03405630588531494,00-0036264,NA,00-0039146
1387,2025_01_DET_GB,2025,1,GB,DET,GB,DET,extra_point,0,0,0,0.067573003107633145,1,NA,0,0,0,0,NA,0,15,2,514,13,0.8583486676216125,0,NA,NA,NA
1402,2025_01_DET_GB,2025,1,GB,DET,DET,GB,kickoff,0,0,0,0.17703112470917404,1,NA,0,0,0,0,NA,0,35,2,514,-14,0.14165133237838745,0.001030951738357544,NA,NA,NA
1432,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,6,0.22598138148896396,1,4,1,0,0,0,1,10,71,2,509,-14,0.142682284116745,-0.0011624544858932495,00-0033106,NA,00-0035685
1457,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,3,0.16041675442829728,1,NA,0,0,0,0,2,4,65,2,473,-14,0.14151982963085175,-0.0041942596435546875,NA,00-0035685,NA
1479,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,7,0.6136155815329403,1,2,1,0,0,0,3,1,62,2,436,-14,0.13732556998729706,0.02500338852405548,00-0033106,NA,00-0035685
1504,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,6,0.2761031473055482,1,NA,0,0,0,0,1,10,55,2,392,-14,0.16232895851135254,-0.0022081732749938965,NA,00-0035685,NA
1526,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,2,-0.3458497563842684,0,NA,0,0,0,0,2,4,49,2,356,-14,0.16012078523635864,-0.014624714851379395,NA,00-0035685,NA
1548,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,9,1.0484583239885978,1,6,1,0,0,0,3,2,47,2,312,-14,0.14549607038497925,0.019725069403648376,00-0033106,NA,00-0036963
1573,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,0,-0.6014609056874178,0,NA,0,0,0,0,1,10,38,2,268,-14,0.16522113978862762,-0.007629856467247009,NA,00-0039139,NA
1595,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,4,-0.3690931174787693,0,-5,1,0,0,0,2,10,38,2,232,-14,0.15759128332138062,-0.007563233375549316,00-0033106,NA,00-0039065
1620,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,4,-0.6055778308655135,0,4,1,0,0,0,3,6,34,2,188,-14,0.1500280499458313,-0.012536868453025818,00-0033106,NA,00-0037240
1645,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,11,2.567944919632282,1,4,1,0,0,0,4,2,30,2,144,-14,0.13749118149280548,0.06294931471347809,00-0033106,NA,00-0037240
1681,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-0.49090904771583155,0,-1,0,0,0,0,1,10,19,2,120,-14,0.20044049620628357,-0.014641135931015015,00-0033106,NA,NA
1711,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,3,-0.3137805880396627,0,NA,0,0,0,0,2,10,19,2,114,-14,0.18579936027526855,-0.015105277299880981,NA,00-0035685,NA
1733,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-3.8338880699011497,0,3,0,1,0,0,3,7,16,2,72,-14,0.17069408297538757,-0.06893739104270935,00-0033106,NA,00-0036963
1760,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,5,0.11445066914893687,1,0,1,0,0,0,1,10,87,2,70,14,0.8982433080673218,0.0019310712814331055,00-0036264,NA,00-0040667
1797,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,4,-0.2902109402930364,0,1,1,0,0,0,2,5,82,2,66,14,0.9001743793487549,2.776980400085449e-4,00-0036264,NA,00-0039144
1822,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,0,-0.13607689423952252,0,NA,0,0,0,0,3,1,78,2,28,14,0.9004520773887634,-0.02302098274230957,NA,00-0035700,NA
1858,2025_01_DET_GB,2025,1,GB,DET,NA,NA,no_play,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,2,21,NA,0.8774310946464539,0,NA,NA,NA
1846,2025_01_DET_GB,2025,1,GB,DET,GB,DET,punt,0,0,0,0.06370368495117873,1,NA,0,0,0,0,4,1,78,2,21,14,0.8774310946464539,0.014451876282691956,NA,NA,NA
1879,2025_01_DET_GB,2025,1,GB,DET,DET,GB,qb_kneel,0,0,-1,0,0,NA,0,0,0,0,1,10,82,2,5,-14,0.10811702907085419,NA,NA,00-0033106,NA
1901,2025_01_DET_GB,2025,1,GB,DET,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,NA,0.10677006840705872,-0,NA,NA,NA
1921,2025_01_DET_GB,2025,1,GB,DET,DET,GB,kickoff,0,0,0,0.5181431551463902,1,NA,0,0,0,0,NA,0,35,3,1800,-14,0.10677006840705872,1.3140588998794556e-4,NA,NA,NA
1944,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,5,0.039235281059518456,1,0,1,0,0,0,1,10,68,3,1796,-14,0.10690147429704666,-0.010124221444129944,00-0033106,NA,00-0039139
1974,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,32,2.517099898075685,1,14,1,0,0,0,2,5,63,3,1763,-14,0.09677725285291672,0.03257804363965988,00-0033106,NA,00-0039065
1999,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,1,-0.4296300287824124,0,0,1,0,0,0,1,10,31,3,1714,-14,0.1293552964925766,-0.006850056350231171,00-0033106,NA,00-0039139
2024,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,4,-0.045486399554647505,0,NA,0,0,0,0,2,9,30,3,1670,-14,0.12250524014234543,0.014982752501964569,NA,00-0039139,NA
2046,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,16,1.6600540110375732,1,11,1,0,0,0,3,5,26,3,1627,-14,0.13748799264431,0.025913700461387634,00-0033106,NA,00-0039065
2071,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-0.47956761182285845,0,10,0,0,0,0,1,10,10,3,1579,-14,0.16340169310569763,-0.008954495191574097,00-0033106,NA,00-0036963
2094,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,-6,-1.502971648122184,0,NA,0,0,0,0,2,10,10,3,1570,-14,0.15444719791412354,-0.028775855898857117,NA,00-0039139,NA
2116,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,7,-0.14504573703443313,0,4,1,0,0,0,3,16,16,3,1525,-14,0.12567134201526642,-0.006969660520553589,00-0033106,NA,00-0035685
2141,2025_01_DET_GB,2025,1,GB,DET,DET,GB,field_goal,0,0,0,0.09794671320987547,1,NA,0,0,0,0,4,9,9,3,1483,-14,0.11870168149471283,-0.0032852143049240112,NA,NA,NA
2161,2025_01_DET_GB,2025,1,GB,DET,GB,DET,kickoff,0,0,0,-0.3012236994691193,0,NA,0,0,0,0,NA,0,35,3,1480,11,0.8845835328102112,0,NA,NA,NA
2191,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,6,0.4827965837903321,1,NA,0,0,0,0,1,10,76,3,1474,11,0.8845835328102112,0.004953205585479736,NA,00-0035700,NA
2223,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,3,0.07202035887166858,1,NA,0,0,0,0,2,4,70,3,1438,11,0.8895367383956909,0.0014033317565917969,NA,00-0035700,NA
2245,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,-1,-2.137871401384473,0,NA,0,0,0,0,3,1,67,3,1410,11,0.8909400701522827,-0.032127320766448975,NA,00-0035700,NA
2267,2025_01_DET_GB,2025,1,GB,DET,GB,DET,punt,0,0,0,0.02612225664779544,1,NA,0,0,0,0,4,2,68,3,1372,11,0.8588127493858337,0.015228763222694397,NA,NA,NA
2293,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,4,0.02116124937310815,1,3,1,0,0,0,1,10,79,3,1359,-11,0.12595848739147186,-0.005348086357116699,00-0033106,NA,00-0039139
2328,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,9,0.923733327537775,1,-4,1,0,0,0,2,6,75,3,1340,-11,0.12061040103435516,0.027939781546592712,00-0033106,NA,00-0032464
2364,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,3,-0.23405516822822392,0,3,1,0,0,0,1,10,66,3,1293,-11,0.14855018258094788,-0.006646692752838135,00-0033106,NA,00-0037240
2394,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,1,-0.6889438026119024,0,NA,0,0,0,0,2,7,63,3,1246,-11,0.14190348982810974,-0.006784781813621521,NA,00-0035685,NA
2416,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,-6,-1.8010119539685547,0,NA,0,0,1,0,3,6,62,3,1206,-11,0.13511870801448822,-0.04205552488565445,00-0033106,NA,NA
2436,2025_01_DET_GB,2025,1,GB,DET,DET,GB,punt,0,0,0,0.7071836558170617,1,NA,0,0,0,1,4,12,68,3,1164,-11,0.09306318312883377,0.01622503250837326,NA,NA,NA
2483,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,14,1.0801174791995436,1,14,1,0,0,0,1,10,85,3,1155,11,0.890711784362793,0.010700345039367676,00-0036264,NA,00-0038393
2515,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,4,-0.18524703872390091,0,1,1,0,0,0,1,10,71,3,1133,11,0.9014121294021606,0.0025476813316345215,00-0036264,NA,00-0035700
2540,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,0,-0.7886507785879076,0,5,0,0,0,0,2,6,67,3,1092,11,0.9039598107337952,-0.004270493984222412,00-0036264,NA,00-0038996
2563,2025_01_DET_GB,2025,1,GB,DET,GB,DET,no_play,1,0,0,1.4648134517483413,1,NA,0,0,0,1,3,6,67,3,1085,11,0.8996893167495728,0.021795272827148438,00-0036264,NA,00-0038996
2605,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,1,-0.44810777832753956,0,0,1,0,0,0,1,10,62,3,1071,11,0.9214845895767212,-0.011699974536895752,00-0036264,NA,00-0038996
2635,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,10,1.1413088501431048,1,NA,0,0,0,0,2,9,61,3,1034,11,0.9097846150398254,0.031209230422973633,NA,00-0035700,NA
2671,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,4,-0.26436245325021446,0,NA,0,0,0,0,1,10,51,3,993,11,0.9409938454627991,-0.006373107433319092,NA,00-0035700,NA
2693,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,1,-0.6781967831775546,0,NA,0,0,0,0,2,6,47,3,946,11,0.93462073802948,-0.008588552474975586,NA,00-0038685,NA
2715,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,0,-1.622412878787145,0,29,0,0,0,0,3,5,46,3,909,11,0.9260321855545044,-0.020468950271606445,00-0036264,NA,00-0039146
2738,2025_01_DET_GB,2025,1,GB,DET,GB,DET,punt,0,0,0,-0.08538528578355908,0,NA,0,0,0,0,4,5,46,3,903,11,0.905563235282898,0.009041965007781982,NA,NA,NA
2763,2025_01_DET_GB,2025,1,GB,DET,DET,GB,NA,0,0,NA,-0,0,NA,NA,NA,NA,NA,NA,0,NA,3,900,-11,0.08539479970932007,-0,NA,NA,NA
2783,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,-7,-1.6331615587696433,0,NA,0,0,1,0,1,10,92,4,900,-11,0.08539479970932007,-0.017892315983772278,00-0033106,NA,NA
2803,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,1,-0.3902666869107634,0,NA,0,0,0,0,2,17,99,4,858,-11,0.06750248372554779,-0.010412465780973434,NA,00-0035685,NA
2825,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,-1,-1.016690536402166,0,NA,0,0,0,0,3,16,98,4,812,-11,0.057090017944574356,-0.015431366860866547,NA,00-0035685,NA
2847,2025_01_DET_GB,2025,1,GB,DET,DET,GB,no_play,0,0,0,-0,0,NA,0,0,0,1,4,17,99,4,771,-11,0.04165865108370781,-0,NA,NA,NA
2875,2025_01_DET_GB,2025,1,GB,DET,DET,GB,punt,0,0,0,-0.3450867834035307,0,NA,0,0,0,0,4,17,99,4,771,-11,0.04165865108370781,0.009041894227266312,NA,NA,NA
2901,2025_01_DET_GB,2025,1,GB,DET,GB,DET,pass,1,0,2,-0.515757150715217,0,-6,1,0,0,0,1,10,36,4,760,11,0.9492994546890259,-0.005954742431640625,00-0036264,NA,00-0039146
2938,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,15,1.5762477978132665,1,NA,0,0,0,0,2,8,34,4,721,11,0.9433447122573853,0.019620239734649658,NA,00-0035700,NA
2965,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,6,0.2733287910814397,1,NA,0,0,0,0,1,10,19,4,677,11,0.9629649519920349,-1.5985965728759766e-4,NA,00-0035700,NA
2987,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,1,0,3,-0.14226216584211215,0,NA,0,0,0,0,2,4,13,4,635,11,0.9628050923347473,0.008525252342224121,00-0036264,NA,NA
3014,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,0,-1.083931751199998,0,NA,0,0,0,0,3,1,10,4,595,11,0.9713303446769714,-0.010739326477050781,NA,00-0035700,NA
3036,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,2,1.5895032170810737,1,NA,0,0,0,0,4,1,10,4,551,11,0.9605910181999207,0.012171506881713867,NA,00-0036264,NA
3058,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,5,0.3458037956734188,1,NA,0,0,0,0,1,8,8,4,505,11,0.9727625250816345,0.004457235336303711,NA,00-0035700,NA
3080,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,3,1.3400435051880777,1,NA,0,0,0,0,2,3,3,4,480,11,0.9772197604179382,0.01068414446373056,NA,00-0035700,NA
3103,2025_01_DET_GB,2025,1,GB,DET,GB,DET,extra_point,0,0,0,0.067573003107633145,1,NA,0,0,0,0,NA,0,15,4,477,17,0.9879039048816688,5.082453001611364e-4,NA,NA,NA
3118,2025_01_DET_GB,2025,1,GB,DET,DET,GB,kickoff,0,0,0,0.04767809435725212,1,NA,0,0,0,0,NA,0,35,4,477,-18,0.01158784981817007,-0,NA,NA,NA
3148,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,7,0.4347993331030011,1,4,1,0,0,0,1,10,73,4,472,-18,0.01158784981817007,-0.0023657623678445816,00-0033106,NA,00-0032464
3173,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,1,-0.5411958959884942,0,1,1,0,0,0,2,3,66,4,449,-18,0.009222087450325489,-0.0015818155370652676,00-0033106,NA,00-0039139
3198,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-1.5430413712747395,0,10,0,0,0,0,3,2,65,4,406,-18,0.0076402719132602215,-0.0019608153961598873,00-0033106,NA,00-0039065
3221,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,-8,-3.5664456873200834,0,NA,0,0,1,0,4,2,65,4,402,-18,0.005679456517100334,-0.004888741299510002,00-0033106,NA,NA
3241,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,6,0.19606447272235528,1,NA,0,0,0,0,1,10,27,4,397,18,0.9992092847824097,-3.08990478515625e-4,NA,00-0035700,NA
3282,2025_01_DET_GB,2025,1,GB,DET,NA,NA,no_play,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,4,354,NA,0.998900294303894,0,NA,NA,NA
3270,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,2,-0.3005949479993433,0,NA,0,0,0,0,2,4,21,4,354,18,0.998900294303894,4.869699478149414e-5,NA,00-0035700,NA
3299,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,-1,-1.4048562758182053,0,NA,0,0,0,0,3,2,19,4,310,18,0.9989489912986755,-3.066062927246094e-4,NA,00-0035700,NA
3321,2025_01_DET_GB,2025,1,GB,DET,GB,DET,field_goal,0,0,0,0.46385002717598045,1,NA,0,0,0,0,4,3,20,4,265,18,0.9986423850059509,1.0220403783023357e-4,NA,NA,NA
3341,2025_01_DET_GB,2025,1,GB,DET,DET,GB,kickoff,0,0,0,0.5802877984242514,1,NA,0,0,0,0,NA,0,35,4,262,-21,0.0012554109562188387,-1.1678412556648254e-4,NA,NA,NA
3358,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-0.5055871299700812,0,23,0,0,0,0,1,10,65,4,262,-21,0.0011386268306523561,-2.713440917432308e-4,00-0033106,NA,00-0032464
3381,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,-4,-1.117469134973362,0,NA,0,0,1,0,2,10,65,4,256,-21,8.672827389091253e-4,-1.6646343283355236e-4,00-0033106,NA,NA
3424,2025_01_DET_GB,2025,1,GB,DET,NA,NA,no_play,0,0,0,-0,0,NA,0,0,0,0,NA,0,NA,4,206,NA,7.00819306075573e-4,-0,NA,NA,NA
3401,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,9,-0.33214428275823593,0,4,1,0,0,0,3,14,69,4,206,-21,7.00819306075573e-4,6.538222078233957e-5,00-0033106,NA,00-0039065
3449,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,5,2.1982411046046764,1,5,1,0,0,0,4,5,60,4,199,-21,7.662015268579125e-4,2.743102377280593e-4,00-0033106,NA,00-0037240
3479,2025_01_DET_GB,2025,1,GB,DET,DET,GB,no_play,1,0,0,0.6206211750395596,1,NA,0,0,0,1,1,10,55,4,167,-21,0.0010405117645859718,1.1872348841279745e-4,00-0033106,NA,NA
3520,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,9,0.1712081948062405,1,10,1,0,0,0,1,5,50,4,163,-21,0.0011592352529987693,-5.8662029914557934e-5,00-0033106,NA,00-0036963
3550,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,7,0.5233033839613199,1,5,1,0,0,0,1,10,41,4,156,-21,0.0011005732230842113,1.1236174032092094e-4,00-0033106,NA,00-0039065
3575,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,4,0.3141610338934697,1,4,1,0,0,0,2,3,34,4,132,-21,0.0012129349634051323,-1.8847337923943996e-4,00-0033106,NA,00-0039139
3600,2025_01_DET_GB,2025,1,GB,DET,DET,GB,run,0,1,-1,-0.6671571650658734,0,NA,0,0,0,0,1,10,30,4,120,-21,0.0010244615841656923,-1.2257968774065375e-4,NA,00-0039139,NA
3634,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,11,1.3975043917889707,1,2,1,0,0,0,2,11,31,4,115,-21,9.018818964250386e-4,1.2257968774065375e-4,00-0033106,NA,00-0039065
3659,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-0.40472694335039705,0,1,0,0,0,0,1,10,20,4,93,-21,0.0010244615841656923,-1.0139663936570287e-4,00-0033106,NA,00-0039065
3682,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,0,-0.4754681327030994,0,10,0,0,0,0,2,10,20,4,90,-21,9.230649447999895e-4,-1.1049624299630523e-4,00-0033106,NA,00-0037240
3705,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,7,-0.5694742120103911,0,5,1,0,0,0,3,10,20,4,85,-21,8.125687018036842e-4,3.3586728386580944e-4,00-0033106,NA,00-0039139
3742,2025_01_DET_GB,2025,1,GB,DET,NA,NA,no_play,0,0,0,-0,0,NA,0,0,0,0,NA,0,NA,4,60,NA,0.0011484359856694937,-0,NA,NA,NA
3730,2025_01_DET_GB,2025,1,GB,DET,DET,GB,pass,1,0,13,4.254937844350934,1,13,1,0,0,0,4,3,13,4,60,-21,0.0011484359856694937,-5.216894346778966e-4,00-0033106,NA,00-0040669
3760,2025_01_DET_GB,2025,1,GB,DET,DET,GB,extra_point,0,0,0,0.067573003107633145,1,NA,0,0,0,0,NA,0,15,4,55,-15,6.26746550991597e-4,1.3943775699076788e-5,NA,NA,NA
3822,2025_01_DET_GB,2025,1,GB,DET,GB,DET,kickoff,0,0,0,1.472117212077137,1,NA,0,0,0,1,NA,0,35,4,55,14,0.9993593096733093,5.65648078918457e-5,NA,NA,NA
3850,2025_01_DET_GB,2025,1,GB,DET,GB,DET,run,0,1,4,-0.5703817271860316,0,NA,0,0,0,0,1,10,49,4,55,14,0.9994158744812012,-1.679062843322754e-4,NA,00-0038797,NA
3877,2025_01_DET_GB,2025,1,GB,DET,GB,DET,qb_kneel,0,0,-1,-1.5383351781056263,0,NA,0,0,0,0,2,6,45,4,22,14,0.9992479681968689,NA,NA,00-0036264,NA
3899,2025_01_DET_GB,2025,1,GB,DET,GB,DET,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,0,14,NA,NA,NA,NA,NA
1,2025_01_HOU_LA,2025,1,LA,HOU,NA,NA,NA,0,0,NA,-0,0,NA,NA,NA,NA,NA,NA,0,NA,1,1800,NA,0.4332079589366913,-0,NA,NA,NA
39,2025_01_HOU_LA,2025,1,LA,HOU,HOU,LA,kickoff,0,0,0,-0.3766473773866892,0,NA,0,0,0,0,NA,0,35,1,1800,0,0.4332079589366913,-0.01118379831314087,NA,NA,NA
56,2025_01_HOU_LA,2025,1,LA,HOU,HOU,LA,no_play,1,0,0,-1.1573279704898596,0,NA,0,0,0,1,1,10,80,1,1800,0,0.4220241606235504,-0.02455270290374756,00-0039163,NA,00-0034383
92,2025_01_HOU_LA,2025,1,LA,HOU,HOU,LA,run,0,1,3,-0.4037675647996366,0,NA,0,0,0,0,1,20,90,1,1776,0,0.39747145771980286,-0.00749361515045166,NA,00-0034791,NA
114,2025_01_HOU_LA,2025,1,LA,HOU,HOU,LA,pass,1,0,0,-0.78576101642102,0,17,0,0,0,0,2,17,87,1,1737,0,0.3899778425693512,-0.024787455797195435,00-0039163,NA,00-0036554
137,2025_01_HOU_LA,2025,1,LA,HOU,HOU,LA,no_play,0,0,0,-0.6273338557220995,0,NA,0,0,0,1,3,17,87,1,1733,0,0.36519038677215576,-0.011393547058105469,NA,NA,NA
161,2025_01_HOU_LA,2025,1,LA,HOU,HOU,LA,run,0,1,7,-0.28151309909299016,0,NA,0,0,0,0,3,22,92,1,1721,0,0.3537968397140503,-0.017829328775405884,NA,00-0033854,NA
183,2025_01_HOU_LA,2025,1,LA,HOU,HOU,LA,punt,0,0,0,0.46468639373779297,1,NA,0,0,0,0,4,15,85,1,1679,0,0.3359675109386444,0.04479917883872986,NA,NA,NA
209,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,pass,1,0,4,-0.3551673823967576,0,4,1,0,0,0,1,10,71,1,1669,0,0.6192333102226257,0.005674242973327637,00-0026498,NA,00-0039075
246,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,run,0,1,4,-0.08257614495232701,0,NA,0,0,0,0,2,6,67,1,1631,0,0.6249075531959534,-0.004221022129058838,NA,00-0037840,NA
268,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,pass,1,0,3,0.8310368815436959,1,3,1,0,0,0,3,2,63,1,1587,0,0.6206865310668945,0.019758641719818115,00-0026498,NA,00-0031381
296,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,pass,1,0,3,-0.24304837896488607,0,-4,1,0,0,0,1,10,60,1,1563,0,0.6404451727867126,-0.0031023025512695313,00-0026498,NA,00-0037840
328,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,pass,1,0,0,-0.8817731745075434,0,-8,0,0,0,0,2,7,57,1,1539,0,0.6373428702354431,-0.03042459487915039,00-0026498,NA,00-0037840
351,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,pass,1,0,10,1.812917387811467,1,10,1,0,0,0,3,7,57,1,1533,0,0.6069182753562927,0.04466217756271362,00-0026498,NA,00-0039075
376,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,run,0,1,0,-0.43842290970496833,0,NA,0,0,0,0,1,10,47,1,1496,0,0.6515804529190063,-0.014369308948516846,NA,00-0037840,NA
398,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,run,0,1,1,-0.869297122117132,0,NA,0,0,0,0,2,10,47,1,1453,0,0.6372111439704895,-0.02699333429336548,NA,00-0039075,NA
420,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,pass,1,0,0,-1.7210665391758084,0,11,0,0,0,0,3,9,46,1,1407,0,0.610217809677124,-0.02306067943572998,00-0026498,NA,00-0039075
443,2025_01_HOU_LA,2025,1,LA,HOU,LA,HOU,punt,0,0,0,-0.0917314337566495,0,NA,0,0,0,0,4,9,46,1,1403,0,0.587157130241394,0.013004511594772339,NA,NA,NA
