season,week,season_type,team,opponent_team,player_id,player_name,position,attempts,completions,passing_yards,passing_tds,passing_interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,passing_air_yards,passing_yards_after_catch,receiving_air_yards,receiving_yards_after_catch
2017,1,REG,ARI,DET,00-0004091,P.Dawson,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,IND,LA,00-0016919,A.Vinatieri,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,NE,KC,00-0019596,T.Brady,QB,36,16,267,0,0,2,0,0,0,0,0,0,567,112,0,0
2017,1,REG,HOU,JAX,00-0019714,S.Lechler,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,NO,MIN,00-0020531,D.Brees,QB,37,27,291,1,0,0,0,0,0,0,0,0,242,124,0,0
2017,1,REG,ATL,CHI,00-0020578,M.Bryant,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,CAR,SF,00-0021140,J.Peppers,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,NYJ,BUF,00-0021206,J.McCown,QB,39,26,187,0,2,2,0,1,0,0,0,0,207,98,0,0
2017,1,REG,ARI,DET,00-0021429,C.Palmer,QB,48,27,268,1,3,1,2,0,0,0,0,0,451,119,0,0
2017,1,REG,LAC,DEN,00-0021547,A.Gates,TE,0,0,0,0,0,0,0,0,3,2,17,0,0,0,16,8
2017,1,REG,MIN,NO,00-0022045,T.Newman,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,DAL,NYG,00-0022127,J.Witten,TE,0,0,0,0,0,0,0,0,9,7,59,1,0,0,61,12
2017,1,REG,BAL,CIN,00-0022161,T.Suggs,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,CAR,SF,00-0022247,M.Adams,FS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,PHI,WAS,00-0022531,J.Peters,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,PHI,WAS,00-0022684,D.Jones,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,NYG,DAL,00-0022803,E.Manning,QB,38,29,220,0,1,1,-1,0,0,0,0,0,199,112,0,0
2017,1,REG,ARI,DET,00-0022824,A.Lee,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,REG,ARI,DET,00-0022921,L.Fitzgerald,WR,0,0,0,0,0,0,0,0,13,6,74,0,0,0,144,44
2017,1,REG,PIT,CLE,00-0022924,B.Roethlisberger,QB,36,24,263,2,1,3,-8,0,0,0,0,0,225,152,0,0
2017,1,REG,ARI,DET,00-0022927,K.Dansby,ILB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
