season,week,season_type,team,opponent_team,player_id,player_name,position,attempts,completions,passing_yards,passing_tds,passing_interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,passing_air_yards,passing_yards_after_catch,receiving_air_yards,receiving_yards_after_catch
2025,1,REG,PIT,NYJ,00-0023459,A.Rodgers,QB,30,22,244,4,0,1,-1,0,0,0,0,0,139,173,0,0
2025,1,REG,BUF,BAL,00-0023853,M.Prater,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,NYJ,PIT,00-0025565,N.Folk,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,CLE,CIN,00-0026158,J.Flacco,QB,45,31,290,1,2,2,6,0,0,0,0,0,273,173,0,0
2025,1,REG,ARI,NO,00-0026190,C.Campbell,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,LA,HOU,00-0026498,M.Stafford,QB,29,21,245,1,0,4,-2,0,0,0,0,0,226,68,0,0
2025,1,REG,NYG,WAS,00-0026858,G.Gano,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,SF,SEA,00-0027114,T.Morstead,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,SF,SEA,00-0027857,T.Williams,OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,WAS,NYG,00-0027940,V.Miller,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,NO,ARI,00-0027962,C.Jordan,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,PIT,NYJ,00-0027969,Ca.Heyward,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,WAS,NYG,00-0028292,N.Bellore,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,TEN,DEN,00-0028872,J.Hekker,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,WAS,NYG,00-0029255,B.Wagner,MLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,NYG,WAS,00-0029263,R.Wilson,QB,37,17,168,0,0,8,44,0,0,0,0,0,226,84,0,0
2025,1,REG,TB,ATL,00-0029562,L.David,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,TEN,DEN,00-0029592,K.Zeitler,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,NO,ARI,00-0029607,D.Davis,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,DAL,PHI,00-0029692,B.Anger,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,MIN,CHI,00-0029714,A.DePaola,LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,GB,DET,00-0029822,B.McManus,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,1,REG,SF,SEA,00-0029892,K.Juszczyk,FB,0,0,0,0,0,0,0,0,2,2,32,0,0,0,22,10
2025,1,REG,MIN,CHI,00-0030035,A.Thielen,WR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
2025,1,REG,WAS,NYG,00-0030061,Z.Ertz,TE,0,0,0,0,0,0,0,0,5,3,26,1,0,0,42,6
2025,1,REG,PIT,NYJ,00-0030062,D.Slay,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
