season,week,season_type,team,opponent_team,player_id,player_name,position,attempts,completions,passing_yards,passing_tds,passing_interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,passing_air_yards,passing_yards_after_catch,receiving_air_yards,receiving_yards_after_catch
2024,1,REG,NYJ,SF,00-0023459,A.Rodgers,QB,21,13,167,1,1,1,-1,0,0,0,0,0,164,93,0,0
2024,1,REG,ARI,BUF,00-0023853,M.Prater,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,TEN,CHI,00-0025565,N.Folk,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,MIA,JAX,00-0026190,C.Campbell,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,LA,DET,00-0026498,M.Stafford,QB,49,34,317,1,1,0,0,0,0,0,0,0,290,171,0,0
2024,1,REG,NYG,MIN,00-0026858,G.Gano,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,NYJ,SF,00-0027114,T.Morstead,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,PHI,GB,00-0027865,B.Graham,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,BUF,ARI,00-0027940,V.Miller,OLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,NO,CAR,00-0027962,C.Jordan,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,PIT,ATL,00-0027969,Ca.Heyward,DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,CAR,NO,00-0027973,A.Dalton,QB,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2024,1,REG,NYJ,SF,00-0028118,T.Taylor,QB,8,6,36,1,0,1,7,0,0,0,0,0,31,24,0,0
2024,1,REG,CAR,NO,00-0028872,J.Hekker,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,CLE,DAL,00-0029008,C.Hughlett,LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,WAS,TB,00-0029255,B.Wagner,MLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,REG,MIN,NYG,00-0029542,S.Gilmore,CB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
