game_id,season,week,game_type,gameday,home_team,away_team,home_score,away_score,spread_line,total_line,result
2025_01_DAL_PHI,2025,1,REG,2025-09-04,PHI,DAL,24,20,8.5,47.5,4
2025_01_KC_LAC,2025,1,REG,2025-09-05,LAC,KC,27,21,-3,47.5,6
2025_01_TB_ATL,2025,1,REG,2025-09-07,ATL,TB,20,23,-1.5,47.5,-3
2025_01_CIN_CLE,2025,1,REG,2025-09-07,CLE,CIN,16,17,-5.5,47.5,-1
2025_01_MIA_IND,2025,1,REG,2025-09-07,IND,MIA,33,8,1.5,47.5,25
2025_01_CAR_JAX,2025,1,REG,2025-09-07,JAX,CAR,26,10,4.5,45.5,16
2025_01_LV_NE,2025,1,REG,2025-09-07,NE,LV,13,20,2.5,44.5,-7
2025_01_ARI_NO,2025,1,REG,2025-09-07,NO,ARI,13,20,-6,44.5,-7
2025_01_PIT_NYJ,2025,1,REG,2025-09-07,NYJ,PIT,32,34,-3,37.5,-2
2025_01_NYG_WAS,2025,1,REG,2025-09-07,WAS,NYG,21,6,6,45.5,15
2025_01_TEN_DEN,2025,1,REG,2025-09-07,DEN,TEN,20,12,8.5,42.5,8
2025_01_SF_SEA,2025,1,REG,2025-09-07,SEA,SF,13,17,-2.5,43.5,-4
2025_01_DET_GB,2025,1,REG,2025-09-07,GB,DET,27,13,1.5,48.5,14
2025_01_HOU_LA,2025,1,REG,2025-09-07,LA,HOU,14,9,3.5,43.5,5
2025_01_BAL_BUF,2025,1,REG,2025-09-07,BUF,BAL,41,40,-1.5,50.5,1
2025_01_MIN_CHI,2025,1,REG,2025-09-08,CHI,MIN,24,27,-1.5,43.5,-3
2025_02_WAS_GB,2025,2,REG,2025-09-11,GB,WAS,27,18,3.5,48.5,9
2025_02_CLE_BAL,2025,2,REG,2025-09-14,BAL,CLE,41,17,12.5,46.5,24
2025_02_JAX_CIN,2025,2,REG,2025-09-14,CIN,JAX,31,27,3.5,49.5,4
2025_02_NYG_DAL,2025,2,REG,2025-09-14,DAL,NYG,40,37,4.5,44.5,3
2025_02_CHI_DET,2025,2,REG,2025-09-14,DET,CHI,52,21,6,46.5,31
2025_02_NE_MIA,2025,2,REG,2025-09-14,MIA,NE,27,33,1.5,43.5,-6
2025_02_SF_NO,2025,2,REG,2025-09-14,NO,SF,21,26,-3,40.5,-5
2025_02_BUF_NYJ,2025,2,REG,2025-09-14,NYJ,BUF,10,30,-6,47.5,-20
2025_02_SEA_PIT,2025,2,REG,2025-09-14,PIT,SEA,17,31,3.5,40.5,-14
2025_02_LA_TEN,2025,2,REG,2025-09-14,TEN,LA,19,33,-5.5,41.5,-14
2025_02_CAR_ARI,2025,2,REG,2025-09-14,ARI,CAR,27,22,7,45.5,5
2025_02_DEN_IND,2025,2,REG,2025-09-14,IND,DEN,29,28,-2.5,43.5,1
2025_02_PHI_KC,2025,2,REG,2025-09-14,KC,PHI,17,20,-1.5,46.5,-3
