game_id,season,week,game_type,gameday,home_team,away_team,home_score,away_score,spread_line,total_line,result
2024_01_BAL_KC,2024,1,REG,2024-09-05,KC,BAL,27,20,3,46,7
2024_01_GB_PHI,2024,1,REG,2024-09-06,PHI,GB,34,29,2,49.5,5
2024_01_PIT_ATL,2024,1,REG,2024-09-08,ATL,PIT,10,18,4,43,-8
2024_01_ARI_BUF,2024,1,REG,2024-09-08,BUF,ARI,34,28,6.5,46,6
2024_01_TEN_CHI,2024,1,REG,2024-09-08,CHI,TEN,24,17,4,43,7
2024_01_NE_CIN,2024,1,REG,2024-09-08,CIN,NE,10,16,8,40.5,-6
2024_01_HOU_IND,2024,1,REG,2024-09-08,IND,HOU,27,29,-3,49,-2
2024_01_JAX_MIA,2024,1,REG,2024-09-08,MIA,JAX,20,17,3.5,49.5,3
2024_01_CAR_NO,2024,1,REG,2024-09-08,NO,CAR,47,10,3.5,41.5,37
2024_01_MIN_NYG,2024,1,REG,2024-09-08,NYG,MIN,6,28,-1,42.5,-22
2024_01_LV_LAC,2024,1,REG,2024-09-08,LAC,LV,22,10,3,41,12
2024_01_DEN_SEA,2024,1,REG,2024-09-08,SEA,DEN,26,20,6.5,42,6
2024_01_DAL_CLE,2024,1,REG,2024-09-08,CLE,DAL,17,33,2.5,42,-16
2024_01_WAS_TB,2024,1,REG,2024-09-08,TB,WAS,37,20,4,42,17
2024_01_LA_DET,2024,1,REG,2024-09-08,DET,LA,26,20,5,54,6
2024_01_NYJ_SF,2024,1,REG,2024-09-09,SF,NYJ,32,19,3.5,43,13
2024_02_BUF_MIA,2024,2,REG,2024-09-12,MIA,BUF,10,31,2.5,48.5,-21
2024_02_LV_BAL,2024,2,REG,2024-09-15,BAL,LV,23,26,9,41,-3
2024_02_LAC_CAR,2024,2,REG,2024-09-15,CAR,LAC,3,26,-5,39,-23
2024_02_NO_DAL,2024,2,REG,2024-09-15,DAL,NO,19,44,6.5,47,-25
2024_02_TB_DET,2024,2,REG,2024-09-15,DET,TB,16,20,7.5,51.5,-4
2024_02_IND_GB,2024,2,REG,2024-09-15,GB,IND,16,10,-3,41.5,6
2024_02_CLE_JAX,2024,2,REG,2024-09-15,JAX,CLE,13,18,3,41.5,-5
2024_02_SF_MIN,2024,2,REG,2024-09-15,MIN,SF,23,17,-4.5,46.5,6
2024_02_SEA_NE,2024,2,REG,2024-09-15,NE,SEA,20,23,-3.5,39,-3
2024_02_NYJ_TEN,2024,2,REG,2024-09-15,TEN,NYJ,17,24,-3.5,41.5,-7
2024_02_NYG_WAS,2024,2,REG,2024-09-15,WAS,NYG,21,18,1.5,42.5,3
2024_02_LA_ARI,2024,2,REG,2024-09-15,ARI,LA,41,10,-1,47.5,31
2024_02_PIT_DEN,2024,2,REG,2024-09-15,DEN,PIT,6,13,-3,36.5,-7
2024_02_CIN_KC,2024,2,REG,2024-09-15,KC,CIN,26,25,6.5,47.5,1
2024_02_CHI_HOU,2024,2,REG,2024-09-15,HOU,CHI,19,13,6,45.5,6
2024_02_ATL_PHI,2024,2,REG,2024-09-16,PHI,ATL,21,22,5.5,46.5,-1
2024_03_NE_NYJ,2024,3,REG,2024-09-19,NYJ,NE,24,3,6.5,39,21
2024_03_NYG_CLE,2024,3,REG,2024-09-22,CLE,NYG,15,21,6.5,38,-6
2024_03_CHI_IND,2024,3,REG,2024-09-22,IND,CHI,21,16,1.5,43,5
2024_03_HOU_MIN,2024,3,REG,2024-09-22,MIN,HOU,34,7,-2,46,27
2024_03_PHI_NO,2024,3,REG,2024-09-22,NO,PHI,12,15,2.5,49,-3
2024_03_LAC_PIT,2024,3,REG,2024-09-22,PIT,LAC,20,10,3,36,10
2024_03_DEN_TB,2024,3,REG,2024-09-22,TB,DEN,7,26,6,40.5,-19
2024_03_GB_TEN,2024,3,REG,2024-09-22,TEN,GB,14,30,3,37,-16
2024_03_CAR_LV,2024,3,REG,2024-09-22,LV,CAR,22,36,5.5,40,-14
2024_03_MIA_SEA,2024,3,REG,2024-09-22,SEA,MIA,24,3,4,41.5,21
2024_03_DET_ARI,2024,3,REG,2024-09-22,ARI,DET,13,20,-3,51.5,-7
2024_03_BAL_DAL,2024,3,REG,2024-09-22,DAL,BAL,25,28,-1.5,47.5,-3
2024_03_SF_LA,2024,3,REG,2024-09-22,LA,SF,27,24,-6,44.5,3
2024_03_KC_ATL,2024,3,REG,2024-09-22,ATL,KC,17,22,-3,46,-5
2024_03_JAX_BUF,2024,3,REG,2024-09-23,BUF,JAX,47,10,4,46.5,37
2024_03_WAS_CIN,2024,3,REG,2024-09-23,CIN,WAS,33,38,7.5,46,-5
2024_04_DAL_NYG,2024,4,REG,2024-09-26,NYG,DAL,15,20,-5.5,45,-5
2024_04_NO_ATL,2024,4,REG,2024-09-29,ATL,NO,26,24,2.5,41.5,2
2024_04_CIN_CAR,2024,4,REG,2024-09-29,CAR,CIN,24,34,-4.5,47,-10
2024_04_LA_CHI,2024,4,REG,2024-09-29,CHI,LA,24,18,3,40,6
2024_04_MIN_GB,2024,4,REG,2024-09-29,GB,MIN,29,31,2.5,44,-2
2024_04_JAX_HOU,2024,4,REG,2024-09-29,HOU,JAX,24,20,5.5,44.5,4
2024_04_PIT_IND,2024,4,REG,2024-09-29,IND,PIT,27,24,-2.5,40,3
2024_04_DEN_NYJ,2024,4,REG,2024-09-29,NYJ,DEN,9,10,7.5,39.5,-1
2024_04_PHI_TB,2024,4,REG,2024-09-29,TB,PHI,33,16,-1,42,17
2024_04_WAS_ARI,2024,4,REG,2024-09-29,ARI,WAS,14,42,3.5,49,-28
2024_04_NE_SF,2024,4,REG,2024-09-29,SF,NE,30,13,10.5,41.5,17
2024_04_KC_LAC,2024,4,REG,2024-09-29,LAC,KC,10,17,-7.5,41.5,-7
2024_04_CLE_LV,2024,4,REG,2024-09-29,LV,CLE,20,16,-2.5,36.5,4
2024_04_BUF_BAL,2024,4,REG,2024-09-29,BAL,BUF,35,10,2.5,46.5,25
2024_04_TEN_MIA,2024,4,REG,2024-09-30,MIA,TEN,12,31,2.5,37,-19
2024_04_SEA_DET,2024,4,REG,2024-09-30,DET,SEA,42,29,3.5,46.5,13
2024_05_TB_ATL,2024,5,REG,2024-10-03,ATL,TB,36,30,2.5,44,6
2024_05_NYJ_MIN,2024,5,REG,2024-10-06,MIN,NYJ,23,17,2.5,42,6
2024_05_CAR_CHI,2024,5,REG,2024-10-06,CHI,CAR,36,10,4,40,26
2024_05_BAL_CIN,2024,5,REG,2024-10-06,CIN,BAL,38,41,-2.5,48.5,-3
2024_05_BUF_HOU,2024,5,REG,2024-10-06,HOU,BUF,23,20,1,48,3
2024_05_IND_JAX,2024,5,REG,2024-10-06,JAX,IND,37,34,3.5,45,3
2024_05_MIA_NE,2024,5,REG,2024-10-06,NE,MIA,10,15,-2,37,-5
2024_05_CLE_WAS,2024,5,REG,2024-10-06,WAS,CLE,34,13,3,44,21
2024_05_LV_DEN,2024,5,REG,2024-10-06,DEN,LV,34,18,3,36,16
2024_05_ARI_SF,2024,5,REG,2024-10-06,SF,ARI,23,24,7,48.5,-1
2024_05_GB_LA,2024,5,REG,2024-10-06,LA,GB,19,24,-3,49.5,-5
2024_05_NYG_SEA,2024,5,REG,2024-10-06,SEA,NYG,20,29,7,42.5,-9
2024_05_DAL_PIT,2024,5,REG,2024-10-06,PIT,DAL,17,20,2.5,43.5,-3
2024_05_NO_KC,2024,5,REG,2024-10-07,KC,NO,26,13,5.5,43,13
2024_06_SF_SEA,2024,6,REG,2024-10-10,SEA,SF,24,36,-3.5,49,-12
2024_06_JAX_CHI,2024,6,REG,2024-10-13,CHI,JAX,35,16,-1.5,44.5,19
2024_06_WAS_BAL,2024,6,REG,2024-10-13,BAL,WAS,30,23,6.5,51.5,7
2024_06_ARI_GB,2024,6,REG,2024-10-13,GB,ARI,34,13,5.5,47,21
2024_06_HOU_NE,2024,6,REG,2024-10-13,NE,HOU,21,41,-6.5,38.5,-20
2024_06_TB_NO,2024,6,REG,2024-10-13,NO,TB,27,51,-3.5,42.5,-24
2024_06_CLE_PHI,2024,6,REG,2024-10-13,PHI,CLE,20,16,8,42,4
2024_06_IND_TEN,2024,6,REG,2024-10-13,TEN,IND,17,20,2.5,42,-3
