season,week,team,season_type,opponent_team,passing_yards,passing_tds,passing_interceptions,passing_epa,rushing_yards,rushing_tds,rushing_epa,def_sacks,def_interceptions,def_tds,def_fumbles,def_safeties,penalties,penalty_yards,timeouts
2020,1,ARI,REG,SF,230,1,1,-3.1641358095553045,180,2,9.081034566013841,3,0,0,0,0,9,102,5
2020,1,ATL,REG,SEA,450,2,1,6.093836281449665,72,1,-7.005064008882186,3,0,0,0,0,6,72,6
2020,1,BAL,REG,CLE,284,3,0,13.760624422243943,111,2,-2.1263543384848163,2,1,0,0,0,7,66,3
2020,1,BUF,REG,NYJ,312,2,0,13.801008509911398,98,1,-13.124930331588844,3,1,0,0,0,7,79,4
2020,1,CAR,REG,LV,269,1,0,6.376942074663495,129,2,1.6380444590114847,0,0,0,0,0,5,65,6
2020,1,CHI,REG,DET,242,3,0,2.509655936934852,149,0,4.728531808796106,1,1,0,0,0,6,48,4
2020,1,CIN,REG,LAC,193,0,1,-6.345612661320985,122,1,-8.479621745180339,2,0,0,0,0,7,44,5
2020,1,CLE,REG,BAL,189,1,1,-10.646842806802681,138,0,-5.782498790707905,2,0,0,0,0,8,80,1
2020,1,DAL,REG,LA,266,1,0,-5.0304757526209825,136,1,3.661735443281941,1,1,0,0,0,7,50,4
2020,1,DEN,REG,TEN,216,1,0,-2.155259264196502,107,1,1.8646937805751804,1,0,0,0,0,5,56,3
2020,1,DET,REG,CHI,297,1,1,2.0176983728598197,138,1,-3.019832120888168,1,0,0,0,0,8,77,5
2020,1,GB,REG,MIN,364,4,0,17.96795294877168,158,1,5.542134860646911,2,1,0,0,1,6,63,5
2020,1,HOU,REG,KC,253,1,1,3.5179229892052675,118,2,5.319069342396688,1,0,0,0,0,5,37,4
2020,1,IND,REG,JAX,363,1,2,7.928272486018706,88,1,-6.149655657442054,4,0,0,0,0,5,80,4
2020,1,JAX,REG,IND,173,3,0,8.492176140200794,91,0,-2.3381085791625082,1,2,0,0,0,6,61,1
2020,1,KC,REG,HOU,211,3,0,13.987829339690506,166,1,0.3347784066741357,4,1,0,0,0,1,5,3
2020,1,LA,REG,DAL,275,0,1,4.942996442904706,153,2,-3.2493934680361045,3,0,0,0,0,5,34,4
2020,1,LAC,REG,CIN,208,0,0,-0.19123305879765118,155,1,-6.027595485892473,3,1,0,0,0,6,35,5
2020,1,LV,REG,CAR,239,1,0,10.777473835721544,133,3,4.298204103339231,1,0,0,0,0,3,40,4
2020,1,MIA,REG,NE,191,0,3,-8.427611074317511,87,1,-1.5709556545333472,2,0,0,0,0,4,35,2
2020,1,MIN,REG,GB,259,2,1,6.663736441353024,134,2,8.402275620930828,0,0,0,0,0,5,20,2
2020,1,NE,REG,MIA,155,0,0,3.384856143326033,217,3,13.59041553049704,1,3,0,1,0,3,47,4
2020,1,NO,REG,TB,198,2,0,-0.6390476408281756,82,1,-13.577068282968268,3,2,1,0,0,6,119,5
2020,1,NYG,REG,PIT,279,2,2,-1.2848461603911945,29,0,-7.8977399547584355,2,0,0,0,0,4,25,4
2020,1,NYJ,REG,BUF,215,1,1,-4.330299942905935,52,1,0.21827376922010444,3,0,0,0,0,9,95,5
2020,1,PHI,REG,WAS,270,2,2,-19.575955702290134,57,0,-0.914912517007906,3,0,0,1,0,3,20,6
2020,1,PIT,REG,NYG,229,3,0,15.101035712175156,141,0,-5.379750717780553,3,2,0,1,0,3,21,3
2020,1,SEA,REG,ATL,322,4,0,19.570175917828838,84,1,-1.1684552168298978,2,1,0,0,0,6,46,4
2020,1,SF,REG,ARI,259,2,0,0.3769955041620001,123,0,-3.2096518484759144,2,1,0,0,0,5,53,4
2020,1,TB,REG,NO,239,2,2,-10.443857305171482,86,1,0.08951012167381123,1,0,0,0,0,9,103,5
2020,1,TEN,REG,DEN,249,2,0,9.900781189791775,130,0,-1.7286265338480007,0,0,0,0,0,5,37,4
2020,1,WAS,REG,PHI,178,1,0,-3.4585974174300147,80,2,-10.399761808046605,8,2,0,1,0,7,55,3
2020,2,ARI,REG,WAS,286,1,1,3.761931670689858,160,2,4.507231670940437,4,0,0,0,0,11,97,2
2020,2,ATL,REG,DAL,273,4,0,12.167760308947724,113,0,-3.960949498654561,1,0,0,0,0,8,51,5
2020,2,BAL,REG,HOU,204,1,0,5.573581100602171,230,1,4.739086494526067,4,1,0,0,0,3,21,4
2020,2,BUF,REG,MIA,415,4,0,28.711474651910642,112,0,-2.4038117674645036,3,0,0,0,0,6,55,4
2020,2,CAR,REG,TB,367,0,2,-4.210848323798882,87,2,-2.0512799275747966,0,1,0,2,0,9,77,5
2020,2,CHI,REG,NYG,190,2,2,1.773998985157317,135,0,-2.754401422746014,4,1,0,0,0,5,48,2
2020,2,CIN,REG,CLE,316,3,0,11.0614366307438,68,0,-4.6784565940033644,0,1,0,0,0,4,45,6
2020,2,CLE,REG,CIN,219,2,1,10.991588511998998,215,3,6.7630325383506715,3,0,0,0,0,8,76,3
2020,2,DAL,REG,ATL,450,1,0,14.762305524886202,125,4,-3.162487767825012,1,0,0,0,0,7,75,4
2020,2,DEN,REG,PIT,276,2,1,-11.060201336024928,104,0,-2.5822585997520946,1,1,0,0,0,4,30,6
2020,2,DET,REG,GB,244,2,1,-6.024837624194333,89,1,3.962296803423669,1,0,0,0,0,7,70,4
2020,2,GB,REG,DET,240,2,0,14.773186685465681,259,2,8.597539812835866,4,1,1,0,0,8,60,5
2020,2,HOU,REG,BAL,275,1,1,0.7226558885816061,51,0,-4.499421563348733,4,0,0,0,0,4,22,6
2020,2,IND,REG,MIN,214,1,1,2.8611422983273043,151,1,-3.1081883583772996,3,3,0,0,1,9,93,2
2020,2,JAX,REG,TEN,339,3,2,11.379201843454046,165,1,7.448084392177407,1,0,0,2,0,8,60,6
2020,2,KC,REG,LAC,302,2,0,3.699331669177994,125,0,4.691199365880033,2,1,0,0,0,11,90,3
2020,2,LA,REG,PHI,267,3,0,21.19681372229269,191,2,4.542704456165666,0,2,0,1,0,4,24,3
2020,2,LAC,REG,KC,311,1,1,2.6712168456389223,183,1,0.4164185699191876,1,0,0,0,0,6,40,6
2020,2,LV,REG,NO,284,3,0,14.408646619450613,116,1,-5.5949816272375,0,1,0,0,0,3,13,6
2020,2,MIA,REG,BUF,328,2,0,7.356971286985263,99,1,3.9700292079651263,1,0,0,0,0,3,20,5
2020,2,MIN,REG,IND,113,0,3,-13.038894237774429,80,1,-0.31670439643482684,2,1,0,0,0,6,45,3
2020,2,NE,REG,SEA,397,1,1,20.78954606894171,67,2,-7.376709804389859,2,1,1,0,0,2,12,3
2020,2,NO,REG,LV,312,1,1,3.8463376417311252,112,2,6.360248494980624,3,0,0,0,0,10,129,5
2020,2,NYG,REG,CHI,241,0,1,-8.89800441158056,75,1,2.484970739984419,4,2,0,0,0,3,10,6
2020,2,NYJ,REG,SF,179,1,0,-2.7483620025020663,104,0,-9.37306873779952,3,1,0,0,0,5,65,2
2020,2,PHI,REG,LA,242,0,2,-9.305834659378025,121,2,2.8226119047468528,1,0,0,0,0,5,30,4
2020,2,PIT,REG,DEN,311,2,1,1.1079273030045442,109,1,-11.045211630799026,7,1,0,0,1,10,89,4
2020,2,SEA,REG,NE,288,5,1,10.462023779691663,154,0,2.5659726558369584,1,1,0,0,0,9,68,6
2020,2,SF,REG,NYJ,202,2,1,7.551641007187531,182,2,2.8117125870194286,1,0,0,0,0,5,59,2
2020,2,TB,REG,CAR,217,1,1,0.5243794667787496,122,3,-1.6487875928723952,5,2,0,0,0,5,37,4
2020,2,TEN,REG,JAX,239,4,0,18.033543104105057,123,0,-4.23860552336555,2,2,0,0,0,4,30,2
2020,2,WAS,REG,ARI,223,1,0,-8.526348591713777,117,1,4.078161513243802,3,1,0,1,0,6,42,3
2020,3,ARI,REG,DET,270,2,3,-4.149602770223282,109,1,3.9373085857369006,4,0,0,0,0,7,38,3
2020,3,ATL,REG,CHI,238,1,1,-7.075526643390474,144,2,5.152914956328459,2,2,0,0,0,7,75,5
2020,3,BAL,REG,KC,97,1,0,-14.926027899413176,158,0,8.773830195481423,0,0,0,0,0,6,45,4
2020,3,BUF,REG,LA,311,4,1,8.455064536014106,101,1,2.857113127334742,2,1,0,0,0,5,55,2
2020,3,CAR,REG,LAC,235,1,0,2.7245779019250653,81,0,-7.879329534090164,2,1,0,0,0,3,30,2
2020,3,CHI,REG,ATL,316,4,2,-0.751705712969593,130,0,0.5333574572287034,2,1,0,0,0,10,80,1
2020,3,CIN,REG,PHI,312,2,0,3.75848607527357,48,0,-3.8536691061162855,3,2,0,0,0,9,73,6
2020,3,CLE,REG,WAS,156,2,0,8.549082634242074,158,2,-3.974966701956536,3,3,0,1,0,6,50,1
2020,3,DAL,REG,SEA,472,3,2,7.752297413732478,61,1,2.9881745682796463,4,0,0,0,0,10,59,4
2020,3,DEN,REG,TB,229,1,2,-13.530508468067422,42,0,-2.721678540110588,2,0,0,0,0,4,30,3
2020,3,DET,REG,ARI,270,2,0,6.25321579899879,90,0,-4.270699755060933,1,3,0,0,0,7,46,4
2020,3,GB,REG,NO,283,3,0,10.88845618698357,98,1,-1.5891775409691036,2,0,0,0,0,2,10,2
2020,3,HOU,REG,PIT,264,2,1,7.013693063840037,29,1,-4.9524204953049775,2,0,0,0,0,4,49,6
2020,3,IND,REG,NYJ,234,1,0,9.530772891827105,119,1,-6.131538191433989,2,3,2,0,1,4,40,3
2020,3,JAX,REG,MIA,275,0,1,-9.569949476339389,72,2,-0.4595440849370789,1,0,0,0,0,8,63,5
2020,3,KC,REG,BAL,385,4,0,31.377849139021905,132,1,-7.8720298000844195,4,0,0,0,0,6,38,5
2020,3,LA,REG,BUF,321,2,1,12.73012197802684,167,2,9.561153367598308,4,1,0,0,0,3,30,5
2020,3,LAC,REG,CAR,330,1,1,0.31518455926271916,117,1,-6.65292628959287,2,0,0,0,0,8,60,6
2020,3,LV,REG,NE,261,2,0,-2.25354757726972,126,0,-1.9383400898659602,2,1,0,0,0,6,40,3
2020,3,MIA,REG,JAX,160,2,0,8.724537255708128,138,2,1.243596069544307,4,1,0,0,0,6,51,2
2020,3,MIN,REG,TEN,251,3,2,3.1808682340397327,226,1,-0.4466763694654219,2,1,0,0,0,3,20,4
2020,3,NE,REG,LV,162,1,1,-4.461832656459475,250,2,11.622934777439522,2,0,0,0,0,2,33,5
2020,3,NO,REG,GB,288,3,0,10.723101821520707,122,0,-3.8722170867258683,1,0,0,0,0,8,83,5
2020,3,NYG,REG,SF,179,0,1,-2.4667007931344287,66,0,-9.040804368094541,2,0,0,0,0,5,28,3
2020,3,NYJ,REG,IND,168,1,3,-22.88101179280784,109,0,-2.588265495025553,0,0,0,0,0,7,57,2
2020,3,PHI,REG,CIN,225,1,2,-8.401640395828263,172,1,5.056200512393843,8,0,0,0,0,11,93,5
2020,3,PIT,REG,HOU,237,2,0,9.644037958793612,169,1,-3.6750303036429095,5,1,0,0,0,2,14,2
2020,3,SEA,REG,DAL,315,5,0,13.808949875398074,117,0,-1.2960612910974305,2,2,0,2,1,5,30,4
2020,3,SF,REG,NYG,343,1,0,24.002303249956594,93,3,-1.650626490591094,2,1,0,0,0,6,45,3
2020,3,TB,REG,DEN,297,3,0,11.559702415165699,68,0,-2.3601730376985364,6,2,0,0,1,9,71,2
2020,3,TEN,REG,MIN,321,0,1,-2.0129698612376754,134,2,2.515750448219478,2,2,0,0,0,4,45,2
2020,3,WAS,REG,CLE,224,2,3,-6.348065833502915,103,1,-0.5997661226429045,2,0,0,0,0,4,40,1
2020,4,ARI,REG,CAR,133,3,0,1.215220232901629,129,0,3.1613036166963866,0,1,0,0,0,5,29,5
2020,4,ATL,REG,GB,285,0,0,1.5015928518905675,78,2,1.1107317356509157,1,0,0,0,0,3,23,6
2020,4,BAL,REG,WAS,208,2,2,11.956052962186769,144,2,0.5055838196421973,3,0,0,0,0,5,30,5
2020,4,BUF,REG,LV,288,2,0,18.57367315852703,63,2,-5.064588171662763,2,0,0,0,0,5,81,2
2020,4,CAR,REG,ARI,276,2,1,12.581296879130694,168,2,5.4504358365084045,1,0,0,0,0,10,72,1
2020,4,CHI,REG,IND,249,1,1,-4.563318620844658,28,0,-4.321561962322332,1,0,0,0,0,8,103,6
2020,4,CIN,REG,JAX,300,1,1,8.89080131871013,205,2,7.408903641340457,3,1,0,0,0,7,73,3
2020,4,CLE,REG,DAL,202,3,0,10.214170288411495,307,3,16.885858385823667,3,1,0,0,0,5,40,5
2020,4,DAL,REG,CLE,502,4,1,11.34081164821703,85,1,1.0481100968611425,2,0,0,0,0,6,65,4
2020,4,DEN,REG,NYJ,242,2,3,1.2040687160187407,117,2,-3.2910408888710663,6,0,0,0,0,8,94,4
2020,4,DET,REG,NO,206,3,1,2.1837040440151467,90,1,1.5177498734556139,2,1,0,0,0,5,49,6
2020,4,GB,REG,ATL,327,4,0,25.907597289926347,88,0,-8.941803229448851,4,0,0,0,0,3,30,4
2020,4,HOU,REG,MIN,300,2,0,7.387939696206487,96,0,-5.8699054972676095,3,0,0,1,0,2,15,4
2020,4,IND,REG,CHI,190,1,0,6.719013260281346,103,0,-7.871374100945552,1,1,0,0,0,8,76,4
2020,4,JAX,REG,CIN,351,2,1,10.287205828329746,89,0,-1.1114007537077786,1,1,0,0,0,6,49,6
2020,4,KC,REG,NE,236,2,0,6.615694673905974,94,0,0.9289411888292163,2,3,1,2,0,4,38,1
2020,4,LA,REG,NYG,200,1,0,0.03410909828057562,58,1,0.3797682691947557,5,1,0,0,0,1,5,1
2020,4,LAC,REG,TB,290,3,1,13.653192391588284,46,0,-7.782559711893555,0,1,1,0,0,7,60,4
2020,4,LV,REG,BUF,311,2,0,10.091996432091385,86,0,-7.408503403022488,1,0,0,1,0,7,65,6
2020,4,MIA,REG,SEA,315,0,2,3.64033356057816,103,1,0.9199963379194847,2,1,0,0,0,3,20,5
2020,4,MIN,REG,HOU,260,1,0,9.871617449148715,162,3,6.185070306935813,3,0,0,0,0,4,36,3
2020,4,NE,REG,KC,190,1,3,-18.93601044861909,185,0,3.329536668403307,1,0,0,0,0,4,43,5
2020,4,NO,REG,DET,246,2,1,10.554806563828606,164,3,6.719701726513449,3,1,0,0,0,4,67,2
2020,4,NYG,REG,LA,190,0,1,-12.50929837461749,136,0,0.9022259229677729,2,0,0,0,0,4,20,5
2020,4,NYJ,REG,DEN,246,0,0,-14.73591354731291,129,1,1.5430153210181743,0,3,1,0,0,11,118,5
2020,4,PHI,REG,SF,193,1,1,-2.14947501552993,93,1,-2.3914521330734715,5,2,1,0,0,3,25,3
2020,4,SEA,REG,MIA,360,2,1,10.8542368029443,98,2,1.5747096465202048,1,2,0,0,0,0,0,5
2020,4,SF,REG,PHI,338,1,2,-9.521255000421544,116,2,3.4571211725997273,3,1,0,0,0,6,42,6
2020,4,TB,REG,LAC,369,5,1,12.685635962449847,115,0,-1.6691221215878613,2,1,0,0,0,8,90,2
2020,4,WAS,REG,BAL,314,0,0,-0.981670398930266,69,2,2.4568989857507404,1,2,0,0,0,2,20,5
2020,5,ARI,REG,NYJ,380,1,1,12.551881784586612,127,3,1.529260707931826,3,0,0,1,0,10,59,3
2020,5,ATL,REG,CAR,226,0,1,-3.743479599043882,166,1,7.1630941036273725,0,0,0,0,0,3,40,6
2020,5,BAL,REG,CIN,180,2,1,-5.072192059318404,161,0,0.8428471849183552,7,1,0,0,0,4,25,3
2020,5,BUF,REG,TEN,285,2,2,-1.1179060039499698,95,0,2.556535641720984,0,0,0,0,0,10,56,5
2020,5,CAR,REG,ATL,313,2,0,16.785226676313513,124,0,-1.6209828629449694,2,1,0,0,0,4,25,5
2020,5,CHI,REG,TB,243,1,1,-4.6268013807815365,35,1,-4.330909741023788,3,0,0,0,0,6,66,3
2020,5,CIN,REG,BAL,183,0,1,-14.02101814490743,70,0,-8.610703839583612,1,1,0,0,0,5,40,2
2020,5,CLE,REG,IND,265,2,2,4.022378907471289,124,0,-1.367910586392029,1,2,1,0,1,2,10,3
2020,5,DAL,REG,NYG,288,1,1,3.7895649956175603,126,2,-1.9200842263235245,2,0,0,0,0,3,25,4
2020,5,HOU,REG,JAX,359,3,2,11.248709308400858,129,0,0.3967830295441672,3,0,0,1,0,5,25,3
2020,5,IND,REG,CLE,243,0,2,-6.862817251179805,68,1,4.589509139070287,1,2,0,0,0,5,34,6
2020,5,JAX,REG,HOU,301,2,0,-3.8824820541759753,75,0,0.07088105258299038,1,2,0,0,0,4,35,3
2020,5,KC,REG,LV,340,2,1,11.497368459137924,80,2,-0.42841538254288025,1,1,0,0,0,10,94,4
2020,5,LA,REG,WAS,309,2,1,12.481605236028091,129,2,-5.729602261737455,8,0,0,0,0,5,60,2
2020,5,LAC,REG,NO,264,4,0,6.513103497106528,111,0,-5.480877938738558,2,1,0,0,0,1,10,4
2020,5,LV,REG,KC,347,3,1,16.930929859632123,144,2,1.988538356788922,3,1,0,0,0,8,59,6
2020,5,MIA,REG,SF,350,3,0,23.528558837597604,94,1,-6.833202617989569,5,2,0,1,0,7,69,4
2020,5,MIN,REG,SEA,249,2,1,11.704122185706268,201,1,-3.8741963566425257,4,1,0,2,0,6,55,4
2020,5,NO,REG,LAC,325,1,1,-0.7095299570873399,95,2,-2.271161994777673,3,0,0,0,0,5,60,6
2020,5,NYG,REG,DAL,222,0,0,-0.9281888534822347,89,2,1.0812668430735357,2,1,1,0,0,8,81,4
2020,5,NYJ,REG,ARI,195,1,0,-4.6095370854707145,123,0,-4.000009049428627,1,1,0,0,0,6,30,1
2020,5,PHI,REG,PIT,276,2,2,6.429131736545081,94,2,1.8848027259518858,1,0,0,0,0,9,84,5
2020,5,PIT,REG,PHI,239,3,0,15.845100465546217,136,2,0.8769177599751856,5,2,0,0,0,8,86,3
2020,5,SEA,REG,MIN,217,3,1,0.8510491732014344,124,1,2.7458570093440358,3,1,0,0,0,3,25,4
