season,week,team,season_type,opponent_team,passing_yards,passing_tds,passing_interceptions,passing_epa,rushing_yards,rushing_tds,rushing_epa,def_sacks,def_interceptions,def_tds,def_fumbles,def_safeties,penalties,penalty_yards,timeouts
2023,1,ARI,REG,WAS,132,0,0,-9.239667566276069,96,0,-11.179295602603815,6,1,0,0,0,9,122,4
2023,1,ATL,REG,CAR,115,1,0,-4.450449751486303,130,2,-0.5957715588523496,2,2,0,0,0,6,43,2
2023,1,BAL,REG,HOU,169,0,1,-4.415662565714761,110,3,1.2081521022920496,5,0,0,0,0,13,106,5
2023,1,BUF,REG,NYJ,236,1,3,-1.409397025535174,97,0,-3.16856822141138,3,1,0,0,0,5,40,5
2023,1,CAR,REG,ATL,146,1,2,-10.528563417818297,154,0,-8.897444794420153,4,0,0,0,0,9,66,5
2023,1,CHI,REG,GB,216,1,1,-11.945732079244234,122,1,-0.7843370526824147,1,0,0,0,0,7,61,3
2023,1,CIN,REG,CLE,82,0,0,-19.882655908595407,75,0,-4.316364576923661,3,1,0,0,0,4,20,1
2023,1,CLE,REG,CIN,154,1,1,-10.871305896014096,206,1,0.7039852013550698,2,0,0,0,0,5,43,3
2023,1,DAL,REG,NYG,143,0,0,1.5768303667302872,122,3,1.7182066956884228,7,2,1,0,0,5,35,4
2023,1,DEN,REG,LV,177,2,0,2.355538343570046,94,0,-3.2456463303533383,0,1,0,0,0,10,83,6
2023,1,DET,REG,KC,253,1,0,6.543756803672295,118,1,-3.6365855225594714,0,1,1,0,0,4,63,3
2023,1,GB,REG,CHI,245,3,0,17.795653510178614,92,1,-8.45357209496433,4,1,1,0,0,9,90,6
2023,1,HOU,REG,BAL,242,0,0,-11.156192205151807,72,0,-8.125070234664948,3,1,0,0,0,9,88,6
2023,1,IND,REG,JAX,223,1,1,-9.141757843695814,65,1,-13.309330986026907,2,1,0,0,0,4,35,5
2023,1,JAX,REG,IND,241,2,1,-9.001866828126367,105,2,-6.879725337197041,4,1,0,0,0,4,45,1
2023,1,KC,REG,DET,226,2,1,-6.4536129623823655,90,0,-2.581925235397648,1,0,0,0,0,3,25,6
2023,1,LA,REG,SEA,334,0,0,20.67998153272862,92,3,0.6943168618732556,2,0,0,0,0,7,53,6
2023,1,LAC,REG,MIA,229,1,0,-1.2410654513043027,233,3,12.84091145225612,0,1,0,0,0,6,70,5
2023,1,LV,REG,DEN,200,2,1,13.086084981785486,61,0,-7.017090056964662,2,0,0,0,0,10,97,2
2023,1,MIA,REG,LAC,466,3,1,27.078330696646354,70,1,-10.330020508205052,3,0,0,0,0,6,38,1
2023,1,MIN,REG,TB,344,2,1,0.3236897762782771,41,0,-8.6424593347474,1,0,0,0,0,6,45,5
2023,1,NE,REG,PHI,316,3,1,-7.607893661319278,76,0,-3.561438186268788,3,0,0,2,0,7,50,4
2023,1,NO,REG,TEN,305,1,1,3.6704846313371933,69,0,-13.520288779597841,3,3,0,0,0,7,45,3
2023,1,NYG,REG,DAL,110,0,2,-23.242627227678895,108,0,-2.2677686597438615,0,0,0,0,0,6,72,3
2023,1,NYJ,REG,BUF,140,1,1,-5.221492526900821,172,0,2.803439830895746,5,3,0,0,0,2,10,3
2023,1,PHI,REG,NE,170,1,0,-4.859522551436711,97,0,-4.086128338489847,2,1,1,0,0,5,49,5
2023,1,PIT,REG,SF,232,1,2,-20.120926569390576,41,0,-0.7824145538615994,3,0,0,0,0,6,60,5
2023,1,SEA,REG,LA,112,1,0,-4.389090738004492,85,0,-0.556097753404174,0,0,0,0,0,7,55,3
2023,1,SF,REG,PIT,220,2,0,6.527864027277396,188,1,3.488129185687285,5,2,0,0,0,11,85,4
2023,1,TB,REG,MIN,173,2,0,0.9109713025364148,73,0,-10.444308922509663,2,1,0,0,0,3,19,2
2023,1,TEN,REG,NO,198,0,3,-12.042961892759902,104,0,-1.0869991009822115,4,1,0,0,0,6,45,4
2023,1,WAS,REG,ARI,202,1,1,-13.413062730876792,92,1,-5.708866714819484,3,0,0,0,0,8,70,4
2023,2,ARI,REG,NYG,228,1,0,7.430885184349265,151,2,3.419217288847899,3,1,0,0,0,8,57,3
2023,2,ATL,REG,GB,237,1,1,3.1194444414007774,211,1,3.124319511547574,1,0,0,0,0,6,110,5
2023,2,BAL,REG,CIN,237,2,0,12.392853365532094,178,1,2.8164624544828722,1,1,0,0,0,6,56,4
2023,2,BUF,REG,LV,274,3,0,13.21760739837191,183,2,6.541145777994105,0,2,0,0,0,4,30,4
2023,2,CAR,REG,NO,153,1,0,-11.27437778240337,100,0,2.922318631259259,4,1,0,0,0,6,35,6
2023,2,CHI,REG,TB,211,1,2,-8.620328064332805,67,1,0.21787651273189113,0,0,0,0,0,5,28,3
2023,2,CIN,REG,BAL,222,2,1,1.5723083208449875,66,0,1.8999567845312413,0,0,0,0,0,5,30,5
2023,2,CLE,REG,PIT,235,1,1,-15.953177403144817,198,1,0.738389161735773,2,1,0,2,0,8,81,3
